"line","direction","raw_duration","duration","distance","average_speed","stop_number","other_meta_number","date","user","heure pointe","name","trace_id"
"712","A","71","75","21805","18","13","15","2019-11-04","ZELY%20BEDEL","True","712_Amondji__Grand_carrefour_de_Koumassi___A__hp___ZB_2019_11_04_07_10_39.gpx","3143063"
"712","B","119","120","22710","11","10","12","2019-11-04","ZELY%20BEDEL","False","712_Grand_carrefour_de_Koumassi__Amondji__Hp__B__ZB_2019_11_04_08_33_09.gpx","3143062"
"715","A","96","100","18235","11","9","11","2019-11-04","ZELY%20BEDEL","False","715_Grand_carrefour_de_Koumassi__Aghien_2_plateau___ZB__A_2019_11_04_13_08_50.gpx","3143061"
"715","B","83","85","18163","13","10","13","2019-11-04","ZELY%20BEDEL","False","715__Aghien_2_plateau__Grand_carrefour_de_Koumass___B___ZB_2019_11_04_14_49_08.gpx","3143060"
"716","A","84","85","17165","12","18","17","2019-11-04","ZELY%20BEDEL","False","716__Grand_carrefour_de_Koumassi___Rivera_palmeraie___ZB___A__HP_2019_11_04_16_15_19.gpx","3143058"
"716","B","59","60","17096","17","10","11","2019-11-04","ZELY%20BEDEL","False","716__Rivera_palmeraie__Grand_carrefour_de_Koumassi____B__HP_ZB_2019_11_04_17_44_00.gpx","3143057"
"715","A","58","60","18270","19","14","17","2019-11-04","ZELY%20BEDEL","False","715__Carrefour_de_Koumassi__Aghien_2_plateau___ZB___A__HP_2019_11_04_19_57_05.gpx","3143056"
"32","B","61","65","12981","13","27","29","2019-11-04","kowao%20bruce","False","32___B___BKD___HP_2019_11_04_06_58_57.gpx","3143054"
"13","A","57","60","15570","16","16","18","2019-11-04","kowao%20bruce","False","13___A___BKD__HP_2019_11_04_19_21_02.gpx","3143051"
"13","B","44","45","15391","21","16","18","2019-11-04","kowao%20bruce","False","13___B___BKD___HP_2019_11_04_20_27_07.gpx","3143048"
"503","B","14","15","2004","9","1","3","2019-11-04","Coulibaly%20Noura","True","503_B_CN_hp_gare_lagunaire_plateau__gare_lagunaire_abobodoum__2019_11_04_19_43_12.gpx","3143034"
"503","A","15","15","2142","9","1","3","2019-11-04","Coulibaly%20Noura","True","503_A_CN_hp__gare_lagunaire_abobodoum____gare_lagunaire_plateau_2019_11_04_19_24_56.gpx","3143033"
"501","B","18","20","2289","8","1","3","2019-11-04","Coulibaly%20Noura","False","501_B_CN_hp_gare_lagunaire_Treichville___gare_lagunaire_abobodoum__2019_11_04_18_00_47.gpx","3143032"
"501","A","16","20","2331","9","1","3","2019-11-04","Coulibaly%20Noura","False","501_A_CN_hp__gare_lagunaire_abobodoum____gare_lagunaire_Treichville_2019_11_04_18_21_21.gpx","3143031"
"502","B","19","20","2562","8","2","4","2019-11-04","Coulibaly%20Noura","False","502_B_CN_hp__gare_lagunaire_blockoss__gare_lagunaire_Treichville_2019_11_04_17_19_04.gpx","3143030"
"502","A","18","20","2479","8","2","4","2019-11-04","Coulibaly%20Noura","False","502_A_CN_hp__gare_lagunaire_Treichville__gare_lagunaire_blockoss_2019_11_04_16_03_24.gpx","3143029"
"710","B","42","45","14856","21","5","8","2019-11-04","Jean-Philippe%20Koffi","True","710_Abatta___B___JPK___HP_2019_11_04_07_33_56.gpx","3143028"
"710","A","90","90","15611","10","11","14","2019-11-04","Jean-Philippe%20Koffi","True","710_Abatta___La_vie___A___JPK___HP_2019_11_04_08_16_01.gpx","3143027"
"701","B","41","45","7555","11","4","7","2019-11-04","Jean-Philippe%20Koffi","False","701___B___JPK_2019_11_04_10_35_56.gpx","3143026"
"701","A","36","40","7559","12","0","4","2019-11-04","Jean-Philippe%20Koffi","False","701___A___JPK_2019_11_04_11_24_17.gpx","3143025"
"48","A","83","85","13023","9","22","23","2019-11-04","Jean-Philippe%20Koffi","False","48___Saint_Jean___Abobo_gendarmerie__A__JPK_2019_11_04_16_17_08.gpx","3143024"
"48","B","38","40","12866","20","1","4","2019-11-04","Jean-Philippe%20Koffi","False","48___Abobo_gendarmerie____Saint_Jean___B___JPK___2019_11_04_16_44_05.gpx","3143023"
"502","B","20","20","2597","8","2","4","2019-11-04","Coulibaly%20Noura","False","502_B_CN__gare_lagunaire_blockoss___gare_lagunaire_Treichville_2019_11_04_14_32_14.gpx","3143019"
"502","A","27","30","2752","6","2","4","2019-11-04","Coulibaly%20Noura","False","502_A_CN_gare_lagunaire_Treichville__gare_lagunaire_blockoss_2019_11_04_14_02_08.gpx","3143018"
"501","B","16","20","2332","9","1","3","2019-11-04","Coulibaly%20Noura","False","501_B_CN__gare_lagunaire_Treichville__gare_lagunaire_abobodoum__2019_11_04_13_05_22.gpx","3143017"
"501","A","19","20","2223","7","1","3","2019-11-04","Coulibaly%20Noura","False","501_A_CN__gare_lagunaire_abobodoum___gare_lagunaire_Treichville_2019_11_04_12_44_10.gpx","3143016"
"503","B","16","20","2052","8","1","3","2019-11-04","Coulibaly%20Noura","False","503_B_CN_gare_lagunaire_plateau__gare_lagunaire_abobodoum__2019_11_04_12_08_03.gpx","3143015"
"503","A","20","20","2354","7","1","3","2019-11-04","Coulibaly%20Noura","False","503_A_CN_gare_lagunaire_abobodoume__gare_lagunaire_plateau_2019_11_04_11_04_48.gpx","3143013"
"29","B","107","110","21576","12","26","27","2019-10-31","Coulibaly%20Noura","False","29_B_CN__derri_re_warf__gare_nord_2019_10_31_12_40_48.gpx","3141015"
"29","A","90","90","21052","14","15","16","2019-10-31","Coulibaly%20Noura","False","29_A_CN._directe__gare_nord__derri_re_warf_2019_10_31_10_27_27.gpx","3141013"
"35","B","51","55","11547","14","16","18","2019-10-31","Coulibaly%20Noura","False","35_B_CN__hp__gobelet__gare_nord_2019_10_31_07_53_10.gpx","3141012"
"35","A","45","45","11375","15","18","19","2019-10-31","Coulibaly%20Noura","False","35_A_CN_hp__gare_nord_gob_l__2019_10_31_07_01_37.gpx","3141011"
"78","A","80","80","19304","14","26","28","2019-10-31","Coulibaly%20Noura","False","78_A_CN_hp___gare_nord___terminus_n_badon_2019_10_31_17_01_35.gpx","3141007"
"78","B","78","80","19177","15","22","24","2019-10-31","Coulibaly%20Noura","False","78_B_CN_hp__terminus_n_badon__gare_nord_2019_10_31_18_26_57.gpx","3141006"
"616","B","142","145","20831","9","32","33","2019-10-31","Coulibaly%20Noura","False","616_B_CN_hp__gare_nord___terminus_abbata_2019_10_31_20_11_26.gpx","3141004"
"201","B","72","75","16774","14","18","20","2019-10-31","Gomis%20LY","False","201___B___LA___HP_2019_10_31_17_26_31.gpx","3140677"
"201","B","59","60","16717","17","10","12","2019-10-31","Gomis%20LY","False","201___B___LA_2019_10_31_14_09_16.gpx","3140676"
"15","B","82","85","17115","12","23","25","2019-10-31","Gomis%20LY","False","15___B___LA_2019_10_31_12_08_57.gpx","3140674"
"201","B","42","45","17788","26","5","7","2019-10-31","Gomis%20LY","False","201___B___LA_2019_10_31_09_28_20.gpx","3140673"
"203","B","89","90","17241","12","21","23","2019-10-31","Gomis%20LY","True","203___B___LA___HP_2019_10_31_07_33_29.gpx","3140672"
"52","B","59","60","13201","13","10","12","2019-10-31","Cherif%20Madhy","True","52___B___CAM___HP_2019_10_31_18_34_26.gpx","3140654"
"52","A","60","60","13796","14","15","16","2019-10-31","Cherif%20Madhy","False","52___A___CAM___HP_2019_10_31_17_29_43.gpx","3140653"
"52","A","42","45","15924","23","15","17","2019-10-31","Cherif%20Madhy","False","52___A___CAM_2019_10_31_16_32_42.gpx","3140652"
"51","B","55","55","14385","16","19","23","2019-10-31","Cherif%20Madhy","False","51___B___CAM_2019_10_31_15_26_20.gpx","3140651"
"51","A","49","50","14415","18","20","22","2019-10-31","Cherif%20Madhy","False","51___A___CAM_2019_10_31_14_02_30.gpx","3140650"
"77","B","46","50","16769","22","24","26","2019-10-31","Cherif%20Madhy","False","77___B___CAM_2019_10_31_12_46_07.gpx","3140649"
"77","A","53","55","16658","19","26","28","2019-10-31","Cherif%20Madhy","False","77___A___CAM_2019_10_31_11_51_30.gpx","3140648"
"61","B","66","70","15226","14","32","33","2019-10-31","Cherif%20Madhy","False","61___B___CAM_2019_10_31_09_14_03.gpx","3140647"
"61","A","81","85","15414","11","31","33","2019-10-31","Cherif%20Madhy","True","61___A___CAM___HP_2019_10_31_07_46_04.gpx","3140646"
"205","A","70","70","14286","12","25","29","2019-10-31","olivier%20kouame","False","205___A___KKO___HP_2019_10_31_17_10_55.gpx","3140578"
"67","B","64","65","19723","19","21","24","2019-10-31","olivier%20kouame","False","67___B___KKO__ANANI__2019_10_31_15_01_37.gpx","3140577"
"17","A","59","60","19802","20","30","33","2019-10-31","olivier%20kouame","False","17___A___KKO_2019_10_31_13_32_24.gpx","3140576"
"17","B","81","85","18245","13","28","32","2019-10-31","olivier%20kouame","False","17___B___KKO_2019_10_31_12_04_16.gpx","3140575"
"67","A","63","65","21471","21","24","27","2019-10-31","olivier%20kouame","False","67___A___KKO___ANANI__2019_10_31_10_34_21.gpx","3140574"
"67","B","91","95","19822","13","39","31","2019-10-31","olivier%20kouame","False","67___B___KKO___HP__ANANI__2019_10_31_08_48_19.gpx","3140573"
"67","A","60","60","19073","19","28","32","2019-10-31","olivier%20kouame","True","67___A___KKO___HP___ANANI__2019_10_31_07_39_06.gpx","3140572"
"53","B","103","105","23171","13","29","32","2019-10-31","Jean-Philippe%20Koffi","False","53___Chu___Vridi_Cit____B__JPK___HP_2019_10_31_17_31_46.gpx","3140540"
"53","A","55","55","22333","25","19","23","2019-10-31","Jean-Philippe%20Koffi","False","53___Vridi_Cit____chu__A__JPK_2019_10_31_16_29_53.gpx","3140539"
"53","B","79","80","22298","17","21","24","2019-10-31","Jean-Philippe%20Koffi","False","53___Chu___Vridi_Cit____B___JPK_2019_10_31_15_01_28.gpx","3140538"
"53","B","92","95","23711","15","22","25","2019-10-31","Jean-Philippe%20Koffi","False","53___Gonzague___Chu___B___JPK_2019_10_31_11_18_53.gpx","3140537"
"53","A","79","80","24106","18","21","24","2019-10-31","Jean-Philippe%20Koffi","False","53_Chu___Gonzague___A___JPK_2019_10_31_09_55_15.gpx","3140536"
"53","B","86","90","24233","17","16","20","2019-10-31","Jean-Philippe%20Koffi","True","53_Gonzague___Chu__B__JPK___HP_2019_10_31_08_21_39.gpx","3140535"
"53","A","64","65","24126","22","24","27","2019-10-31","Jean-Philippe%20Koffi","False","53_Chu___Gonzague__A___JPK___HP_2019_10_31_07_14_00.gpx","3140533"
"03","A","71","75","14840","13","26","28","2019-10-31","kowao%20bruce","False","03___A___BKD___HP_2019_10_31_06_39_56.gpx","3140506"
"03","B","94","95","15587","10","28","29","2019-10-31","kowao%20bruce","False","03___B___BKD___HP_2019_10_31_08_09_26.gpx","3140505"
"03","A","116","120","15022","8","25","27","2019-10-31","kowao%20bruce","False","03___A___BKD_2019_10_31_09_45_13.gpx","3140504"
"03","B","111","115","15952","9","30","31","2019-10-31","kowao%20bruce","False","03___B___BKD_2019_10_31_11_41_37.gpx","3140500"
"68","B","55","55","17307","19","22","24","2019-10-31","kowao%20bruce","False","68___B___BKD_2019_10_31_14_16_28.gpx","3140499"
"68","A","48","50","16021","20","11","13","2019-10-31","kowao%20bruce","False","68___A___BKD_2019_10_31_15_11_22.gpx","3140497"
"68","B","57","60","16632","18","23","27","2019-10-31","kowao%20bruce","False","68___B___BKD___HP_2019_10_31_16_50_19.gpx","3140490"
"68","A","54","55","15087","17","18","20","2019-10-31","kowao%20bruce","False","68____A___BKD___HP_2019_10_31_17_48_59.gpx","3140487"
"26","A","59","60","14456","15","18","20","2019-10-31","kowao%20bruce","True","26___A___BKD___HP_2019_10_31_18_50_07.gpx","3140486"
"26","B","49","50","15078","19","15","17","2019-10-31","kowao%20bruce","False","26___B___BKD___HP_2019_10_31_19_56_46.gpx","3140482"
"24","B","74","75","17890","14","25","27","2019-10-30","kowao%20bruce","True","24___B___BKD___HP_2019_10_30_07_06_15.gpx","3139795"
"24","A","56","60","17849","19","21","23","2019-10-30","kowao%20bruce","False","24___A___BKD___HP_2019_10_30_08_32_33.gpx","3139793"
"05","A","90","90","14957","10","21","23","2019-10-30","kowao%20bruce","False","05___A___BKD_2019_10_30_09_35_26.gpx","3139790"
"05","B","97","100","15569","10","30","34","2019-10-30","kowao%20bruce","False","05___B___BKD_2019_10_30_11_11_09.gpx","3139787"
"31","A","67","70","13562","12","12","14","2019-10-30","kowao%20bruce","False","31___A___BKD_2019_10_30_15_13_39.gpx","3139785"
"31","B","101","105","14182","8","22","26","2019-10-30","kowao%20bruce","False","31___B___BKD___HP_2019_10_30_16_24_55.gpx","3139782"
"31","A","54","55","8612","10","6","8","2019-10-30","kowao%20bruce","False","31___A___BKD___HP_2019_10_30_19_01_29.gpx","3139779"
"31","B","66","70","9198","8","12","14","2019-10-30","kowao%20bruce","False","31___B___BKD_2019_10_30_19_58_55.gpx","3139778"
"77","B","70","70","17423","15","22","24","2019-10-30","Gomis%20LY","False","77___B___LA___HP_2019_10_30_19_18_16.gpx","3139767"
"77","A","70","70","17464","15","20","22","2019-10-30","Gomis%20LY","False","77___A___LA___HP_2019_10_30_17_58_23.gpx","3139764"
"77","B","54","55","17426","19","23","24","2019-10-30","Gomis%20LY","False","77___B___LA_2019_10_30_14_12_59.gpx","3139763"
"77","A","76","80","17509","14","21","23","2019-10-30","Gomis%20LY","False","77___A___LA_2019_10_30_12_53_19.gpx","3139761"
"45","A","25","25","10639","26","8","10","2019-10-30","Gomis%20LY","True","45___A___LA___HP_2019_10_30_07_22_20.gpx","3139760"
"45","B","56","60","10601","11","10","12","2019-10-30","Gomis%20LY","False","45___B___LA___HP_2019_10_30_06_17_27.gpx","3139759"
"616","A","78","80","19830","15","25","27","2019-10-30","Coulibaly%20Noura","False","616_A_CN_hp__terminus_abbata__gare_nord_2019_10_30_17_19_12.gpx","3139752"
"616","B","72","75","20172","17","26","28","2019-10-30","Coulibaly%20Noura","False","616_B_CN__gare_nord___terminus_abbata_2019_10_30_16_04_57.gpx","3139751"
"78","A","58","60","18702","19","23","25","2019-10-30","Coulibaly%20Noura","False","78_A_CN_terminus_n_pouto_gare_nord_2019_10_30_14_55_16.gpx","3139750"
"78","B","64","65","19039","18","27","29","2019-10-30","Coulibaly%20Noura","False","78_B_CN_gare_nord_n_pouto_2019_10_30_13_33_39.gpx","3139749"
"12","B","131","135","20528","9","30","33","2019-10-30","Coulibaly%20Noura","False","12_B_CN__phare_port_Bouet__gare_nord_2019_10_30_10_53_37.gpx","3139747"
"12","A","59","60","19002","19","12","14","2019-10-30","Coulibaly%20Noura","False","12_A_CN_direct_gare_nord_port_Bouet_phare_2019_10_30_09_51_07.gpx","3139746"
"37","A","85","85","14871","10","22","16","2019-10-30","olivier%20kouame","False","37___A___KKO___HP_2019_10_30_17_57_25.gpx","3139709"
"28","B","55","55","13509","15","19","23","2019-10-30","olivier%20kouame","False","28___B___KKO___HP_2019_10_30_16_48_59.gpx","3139708"
"28","A","56","60","13494","14","20","24","2019-10-30","olivier%20kouame","False","28___A___KKO_2019_10_30_15_46_05.gpx","3139707"
"205","B","58","60","14055","15","14","18","2019-10-30","olivier%20kouame","False","205___B___KKO_2019_10_30_14_44_44.gpx","3139706"
"205","A","57","60","14200","15","18","22","2019-10-30","olivier%20kouame","False","205___A___KKO_2019_10_30_13_43_04.gpx","3139705"
"67","B","76","80","17350","14","21","23","2019-10-30","olivier%20kouame","False","67___B___KKO_2019_10_30_11_05_31.gpx","3139704"
"67","A","55","55","17796","19","24","28","2019-10-30","olivier%20kouame","False","67___A___KKO_2019_10_30_10_04_10.gpx","3139703"
"37","B","109","110","16795","9","24","27","2019-10-30","olivier%20kouame","True","37___B___KKO___HP_2019_10_30_07_10_14.gpx","3139702"
"710","A","50","50","11441","14","1","5","2019-10-30","Jean-Philippe%20Koffi","False","710_Kess____la_Vie___A___JPK_2019_10_30_17_53_51.gpx","3139700"
"710","B","53","55","11051","13","7","9","2019-10-30","Jean-Philippe%20Koffi","False","710_la_vie___kess____B___JPK___HP_2019_10_30_17_00_54.gpx","3139699"
"708","B","16","20","7525","28","2","5","2019-10-30","Jean-Philippe%20Koffi","False","708___plateau___la_vie___B___JPK_2019_10_30_09_43_03.gpx","3139693"
"708","A","29","30","6462","13","13","16","2019-10-30","Jean-Philippe%20Koffi","False","708___La_vie___plateau___A___JPK_2019_10_30_09_06_16.gpx","3139692"
"704","A","32","35","8776","17","7","9","2019-10-30","Jean-Philippe%20Koffi","False","704___Dokoui___A___JPK_2019_10_30_12_28_42.gpx","3139691"
"87","B","78","80","16108","12","26","28","2019-10-30","Jean-Philippe%20Koffi","True","87___B___JPK___HP_2019_10_30_07_38_00.gpx","3139690"
"87","A","39","40","15750","24","7","10","2019-10-30","Jean-Philippe%20Koffi","False","87___A___JPK___HP_2019_10_30_06_58_35.gpx","3139689"
"611","B","79","80","20036","15","9","11","2019-10-29","Gomis%20LY","False","611___B___LA_2019_10_29_13_11_38.gpx","3139804"
"613","A","109","110","21131","12","9","11","2019-10-29","Gomis%20LY","False","613___A___LA_2019_10_29_11_17_57.gpx","3139803"
"81","B","64","65","14175","13","22","24","2019-10-29","Coulibaly%20Noura","False","81_B_CN_hp__terminus_81_gare_nord_2019_10_29_19_02_15.gpx","3139745"
"81","A","108","110","15785","9","27","29","2019-10-29","Coulibaly%20Noura","False","81_A_CN_hp_gare_nord__terminus_81_2019_10_29_16_59_46.gpx","3139744"
"81","B","40","40","11102","17","10","12","2019-10-29","Coulibaly%20Noura","False","81_B_CN__terminus_81_gare_nord_2019_10_29_14_15_00.gpx","3139743"
"81","A","80","80","15190","11","26","28","2019-10-29","Coulibaly%20Noura","False","81_A_CN_gare_nord__terminus_81_2019_10_29_12_46_07.gpx","3139742"
"35","B","66","70","11417","10","13","15","2019-10-29","Coulibaly%20Noura","False","35_B_CN_Gob_l__gare_nord_2019_10_29_10_53_25.gpx","3139741"
"35","A","62","65","11988","12","16","19","2019-10-29","Coulibaly%20Noura","False","35_A_CN_gare_nord_gob_l__2019_10_29_09_28_31.gpx","3139739"
"704","B","54","55","8910","10","5","9","2019-10-29","Jean-Philippe%20Koffi","False","704___Dokoui___B___JPK_2019_10_29_11_35_22.gpx","3139688"
"11","A","64","65","14996","14","17","19","2019-10-29","kowao%20bruce","True","11___A___BKD___HP_2019_10_29_07_20_31.gpx","3139390"
"11","B","54","55","16432","18","13","15","2019-10-29","kowao%20bruce","False","11___B___BKD___HP_2019_10_29_08_37_50.gpx","3139388"
"33","A","79","80","14923","11","24","26","2019-10-29","kowao%20bruce","False","33___A___BKD_2019_10_29_09_46_29.gpx","3139387"
"33","B","93","95","15418","10","22","24","2019-10-29","kowao%20bruce","False","33___B___BKD_2019_10_29_11_32_50.gpx","3139386"
"32","A","65","65","12958","12","20","22","2019-10-29","kowao%20bruce","False","32___A___BKD_2019_10_29_13_06_28.gpx","3139384"
"32","B","69","70","12997","11","26","27","2019-10-29","kowao%20bruce","False","32___B___BKD_2019_10_29_14_59_51.gpx","3139383"
"22","B","58","60","9470","10","27","20","2019-10-29","olivier%20kouame","True","22___B___KKO___HP_2019_10_29_07_42_42.gpx","3139259"
"10","B","19","20","6966","22","5","8","2019-10-29","olivier%20kouame","True","10___B___KKO___HP_2019_10_29_18_25_19.gpx","3139231"
"10","A","40","40","5784","9","11","14","2019-10-29","olivier%20kouame","False","10___A___KKO___HP_2019_10_29_17_34_36.gpx","3139230"
"25","B","57","60","10943","11","17","21","2019-10-29","olivier%20kouame","False","25___B___KKO_2019_10_29_14_15_01.gpx","3139229"
"25","A","76","80","11576","9","20","23","2019-10-29","olivier%20kouame","False","25___A___KKO_2019_10_29_12_53_22.gpx","3139228"
"28","B","80","80","16944","13","27","28","2019-10-29","olivier%20kouame","False","28___B___KKO_2019_10_29_11_09_58.gpx","3139227"
"28","A","75","75","17218","14","26","29","2019-10-29","olivier%20kouame","False","28___A___KKO_2019_10_29_09_43_22.gpx","3139226"
"22","A","48","50","10187","13","21","24","2019-10-29","olivier%20kouame","False","22___A___KKO___HP_2019_10_29_06_48_32.gpx","3139224"
"08","B","98","100","13304","8","20","22","2019-10-29","Gomis%20LY","True","08___B___LA___HP_2019_10_29_18_19_38.gpx","3139208"
"08","A","57","60","13042","14","17","19","2019-10-29","Gomis%20LY","False","08___A___LA___HP_2019_10_29_17_12_57.gpx","3139207"
"08","B","50","50","12959","15","20","22","2019-10-29","Gomis%20LY","False","08___B___LA_2019_10_29_16_05_56.gpx","3139206"
"08","A","37","40","12994","21","20","22","2019-10-29","Gomis%20LY","False","08___A___LA_2019_10_29_15_09_10.gpx","3139205"
"76","B","60","60","15493","15","23","25","2019-10-29","Gomis%20LY","False","76___B___LA_2019_10_29_11_05_32.gpx","3139204"
"76","A","74","75","15917","13","23","27","2019-10-29","Gomis%20LY","False","76___A___LA_2019_10_29_09_23_52.gpx","3139203"
"76","B","58","60","15573","16","23","27","2019-10-29","Gomis%20LY","False","76___B___LA___HP_2019_10_29_08_18_36.gpx","3139202"
"76","A","80","80","15904","12","22","24","2019-10-29","Gomis%20LY","False","76___A___LA___HP_2019_10_29_06_51_44.gpx","3139201"
"702","A","25","25","12056","28","5","7","2019-10-29","Jean-Philippe%20Koffi","False","702___A___JPK___HP_2019_10_29_17_35_08.gpx","3139155"
"702","B","34","35","11355","20","12","15","2019-10-29","Jean-Philippe%20Koffi","False","702__B___JPK__HP_2019_10_29_17_00_07.gpx","3139154"
"702","B","21","25","12186","34","4","7","2019-10-29","Jean-Philippe%20Koffi","False","702___B___JPK_2019_10_29_16_28_22.gpx","3139153"
"702","A","30","30","11295","23","9","12","2019-10-29","Jean-Philippe%20Koffi","False","702___A___JPK_2019_10_29_15_57_55.gpx","3139152"
"48","?","93","95","12898","8","21","23","2019-10-29","Jean-Philippe%20Koffi","False","48___Abobo_gendarmerie___Cocody_Saint_Jean___JPK___HP_2019_10_29_08_58_01.gpx","3139151"
"48","?","29","30","12868","26","1","5","2019-10-29","Jean-Philippe%20Koffi","False","48___Saint_Jean___Abobo_gendarmerie___JPK___HP_2019_10_29_08_24_06.gpx","3139150"
"704","A","49","50","8848","11","11","14","2019-10-29","Jean-Philippe%20Koffi","True","704___A__JPK___HP_2019_10_29_07_26_03.gpx","3139148"
"704","B","25","25","8979","22","2","5","2019-10-29","Jean-Philippe%20Koffi","True","704___B___JPK___HP_2019_10_29_07_01_13.gpx","3139147"
"05","A","72","75","14970","12","29","30","2019-10-28","kowao%20bruce","False","05___A__BKD___HP_2019_10_28_06_40_35.gpx","3138641"
"05","B","62","65","15472","15","21","23","2019-10-28","kowao%20bruce","False","05___B___BKD___HP_2019_10_28_08_02_21.gpx","3138640"
"56","A","71","75","17027","14","21","22","2019-10-28","kowao%20bruce","False","56___A___BKD_2019_10_28_09_13_24.gpx","3138639"
"56","B","63","65","17214","16","20","21","2019-10-28","kowao%20bruce","False","56___B___BKD_2019_10_28_10_26_34.gpx","3138634"
"56","A","64","65","17159","16","14","16","2019-10-28","kowao%20bruce","False","56___A___BKD___HP_2019_10_28_17_58_20.gpx","3138632"
"56","B","70","70","17452","15","25","27","2019-10-28","kowao%20bruce","False","56___B___BKD___HP_2019_10_28_19_11_56.gpx","3138631"
"75","B","90","90","12824","9","18","20","2019-10-28","Gomis%20LY","True","75___B___LA___HP_2019_10_28_18_20_21.gpx","3138629"
"75","A","52","55","12253","14","21","23","2019-10-28","Gomis%20LY","False","75___A___LA___HP_2019_10_28_17_25_06.gpx","3138628"
"75","B","68","70","12564","11","24","26","2019-10-28","Gomis%20LY","False","75___B___LA_2019_10_28_12_39_01.gpx","3138627"
"75","A","60","60","12290","12","15","20","2019-10-28","Gomis%20LY","False","75___A___LA_2019_10_28_11_30_05.gpx","3138626"
"16","B","48","50","15649","20","23","25","2019-10-28","Gomis%20LY","False","16___B___LA_2019_10_28_10_25_00.gpx","3138625"
"16","A","53","55","16052","18","20","21","2019-10-28","Gomis%20LY","False","16___A___LA_2019_10_28_09_13_52.gpx","3138624"
"16","B","47","50","15626","20","20","23","2019-10-28","Gomis%20LY","False","16___B___LA___HP_2019_10_28_08_21_54.gpx","3138623"
"16","A","62","65","16033","16","22","24","2019-10-28","Gomis%20LY","True","16___A___LA___HP_2019_10_28_07_00_12.gpx","3138622"
"209","A","67","70","13961","12","17","14","2019-10-28","olivier%20kouame","False","209___A___KKO___HP_2019_10_28_19_01_01.gpx","3138612"
